Организация,Банковский счет,Дата,Начальный остаток,Поступление,Списание,Конечный остаток,Изменение
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-02-23,1487376.1199999985,45378.99,1532755.1099999999,-1.3969838619232178e-09,-1487376.1199999999
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-02-24,-1.3969838619232178e-09,0.0,0.0,-1.3969838619232178e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-02-25,-1.3969838619232178e-09,0.0,0.0,-1.3969838619232178e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-02-26,-1.3969838619232178e-09,0.0,0.0,-1.3969838619232178e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-02-27,-1.3969838619232178e-09,267300.0,45830.985,221469.01499999862,221469.015
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-02-28,221469.01499999862,202260.40499999997,423729.42000000004,-1.4551915228366852e-09,-221469.01500000007
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-01,-1.4551915228366852e-09,370268.43,370268.43,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-02,-1.4551915228366852e-09,0.0,0.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-03,-1.4551915228366852e-09,2850.0,2850.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-04,-1.4551915228366852e-09,0.0,0.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-05,-1.4551915228366852e-09,0.0,0.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-06,-1.4551915228366852e-09,990.0,990.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-07,-1.4551915228366852e-09,0.0,0.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-08,-1.4551915228366852e-09,0.0,0.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-09,-1.4551915228366852e-09,0.0,0.0,-1.4551915228366852e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-10,-1.4551915228366852e-09,570000.0,466055.76,103944.23999999854,103944.23999999999
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-11,103944.23999999854,0.0,0.0,103944.23999999854,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-12,103944.23999999854,0.0,0.0,103944.23999999854,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-13,103944.23999999854,665333.4299999999,769277.67,-1.57160684466362e-09,-103944.2400000001
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-14,-1.57160684466362e-09,95404.5,95404.5,-1.57160684466362e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-15,-1.57160684466362e-09,11580.0,11580.0,-1.57160684466362e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-16,-1.57160684466362e-09,1658634.405,1658634.405,-1.57160684466362e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-17,-1.57160684466362e-09,16885.170000000002,16885.170000000002,-1.57160684466362e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-18,-1.57160684466362e-09,0.0,0.0,-1.57160684466362e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-19,-1.57160684466362e-09,1125000.0,0.0,1124999.9999999984,1125000.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-20,1124999.9999999984,162457.5,449388.54,838068.9599999983,-286931.04
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-21,838068.9599999983,0.0,0.0,838068.9599999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-22,838068.9599999983,0.0,0.0,838068.9599999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-23,838068.9599999983,928560.36,1766629.3199999998,-1.5133991837501526e-09,-838068.9599999998
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-24,-1.5133991837501526e-09,240000.0,240000.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-25,-1.5133991837501526e-09,0.0,0.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-26,-1.5133991837501526e-09,186940.29,186940.29,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-27,-1.5133991837501526e-09,173011.965,173011.965,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-28,-1.5133991837501526e-09,16500.0,16500.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-29,-1.5133991837501526e-09,7.5,7.5,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-30,-1.5133991837501526e-09,0.0,0.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-03-31,-1.5133991837501526e-09,712.5,712.5,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-01,-1.5133991837501526e-09,385.155,385.155,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-02,-1.5133991837501526e-09,0.0,0.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-03,-1.5133991837501526e-09,0.0,0.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-04,-1.5133991837501526e-09,1249319.5050000001,1249319.5050000001,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-05,-1.5133991837501526e-09,1215000.0,1204580.19,10419.809999998542,10419.810000000056
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-06,10419.809999998542,510000.0,1833.0,518586.80999999854,508167.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-07,518586.80999999854,1050000.0,1503800.04,64786.769999998505,-453800.04000000004
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-08,64786.769999998505,0.0,0.0,64786.769999998505,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-09,64786.769999998505,0.0,0.0,64786.769999998505,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-10,64786.769999998505,8985.0,448.5,73323.2699999985,8536.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-11,73323.2699999985,2914668.54,2115177.0,872814.8099999985,799491.54
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-12,872814.8099999985,0.0,2625.0,870189.8099999985,-2625.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-13,870189.8099999985,67794.75,38068.5,899916.0599999985,29726.25
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-14,899916.0599999985,0.0,594865.875,305050.18499999854,-594865.875
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-15,305050.18499999854,0.0,0.0,305050.18499999854,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-16,305050.18499999854,0.0,448.5,304601.68499999854,-448.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-17,304601.68499999854,215865.0,123049.5,397417.18499999854,92815.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-18,397417.18499999854,0.0,7005.0,390412.18499999854,-7005.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-19,390412.18499999854,822900.0,804126.0,409186.18499999854,18774.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-20,409186.18499999854,203370.0,192796.95,419759.23499999853,10573.049999999988
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-21,419759.23499999853,113925.0,303307.14,230377.09499999852,-189382.14
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-22,230377.09499999852,750000.0,0.0,980377.0949999986,750000.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-23,980377.0949999986,0.0,0.0,980377.0949999986,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-24,980377.0949999986,38774.850000000006,839920.5,179231.44499999855,-801145.65
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-25,179231.44499999855,273300.0,397394.37,55137.07499999856,-124094.37
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-26,55137.07499999856,128640.0,13948.23,169828.84499999858,114691.77
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-27,169828.84499999858,0.0,360.0,169468.84499999858,-360.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-28,169468.84499999858,1863570.0,1199973.06,833065.7849999985,663596.94
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-29,833065.7849999985,0.0,0.0,833065.7849999985,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-04-30,833065.7849999985,0.0,0.0,833065.7849999985,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-01,833065.7849999985,0.0,2985.0,830080.7849999985,-2985.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-02,830080.7849999985,359610.0,177151.5,1012539.2849999985,182458.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-03,1012539.2849999985,1189275.0,90975.94499999999,2110838.3399999985,1098299.055
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-04,2110838.3399999985,65310.0,1443087.0,733061.3399999985,-1377777.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-05,733061.3399999985,93172.5,0.0,826233.8399999985,93172.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-06,826233.8399999985,0.0,0.0,826233.8399999985,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-07,826233.8399999985,0.0,0.0,826233.8399999985,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-08,826233.8399999985,0.0,0.0,826233.8399999985,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-09,826233.8399999985,0.0,0.0,826233.8399999985,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-10,826233.8399999985,375739.5,488333.655,713639.6849999984,-112594.15500000003
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-11,713639.6849999984,182925.0,0.0,896564.6849999984,182925.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-12,896564.6849999984,14925.0,507657.27,403832.4149999984,-492732.27
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-13,403832.4149999984,0.0,0.0,403832.4149999984,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-14,403832.4149999984,0.0,0.0,403832.4149999984,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-15,403832.4149999984,83025.0,75150.0,411707.4149999984,7875.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-16,411707.4149999984,1005772.3500000001,196393.59,1221086.1749999984,809378.7600000001
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-17,1221086.1749999984,107010.0,385878.945,942217.2299999984,-278868.945
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-18,942217.2299999984,41025.0,295784.955,687457.2749999983,-254759.95500000002
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-19,687457.2749999983,162000.0,0.0,849457.2749999983,162000.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-20,849457.2749999983,0.0,0.0,849457.2749999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-21,849457.2749999983,0.0,0.0,849457.2749999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-22,849457.2749999983,249525.0,919171.3800000001,179810.89499999816,-669646.3800000001
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-23,179810.89499999816,0.0,175065.0,4745.894999998156,-175065.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-24,4745.894999998156,76635.0,8220.0,73160.89499999816,68415.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-25,73160.89499999816,821374.23,894535.125,-1.862645149230957e-09,-73160.89500000002
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-26,-1.862645149230957e-09,994075.86,994075.86,-1.862645149230957e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-27,-1.862645149230957e-09,360.0,360.0,-1.862645149230957e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-28,-1.862645149230957e-09,0.0,0.0,-1.862645149230957e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-29,-1.862645149230957e-09,929100.0,120482.685,808617.3149999981,808617.315
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-30,808617.3149999981,712260.0,129771.93,1391105.3849999981,582488.0700000001
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-05-31,1391105.3849999981,151768.95,1476821.28,66053.05499999807,-1325052.33
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-01,66053.05499999807,525000.0,4486.5,586566.5549999981,520513.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-02,586566.5549999981,220800.0,151197.78,656168.774999998,69602.22
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-03,656168.774999998,0.0,0.0,656168.774999998,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-04,656168.774999998,0.0,0.0,656168.774999998,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-05,656168.774999998,0.0,58315.5,597853.274999998,-58315.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-06,597853.274999998,235455.0,0.0,833308.274999998,235455.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-07,833308.274999998,0.0,17388.0,815920.274999998,-17388.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-08,815920.274999998,231119.25,0.0,1047039.524999998,231119.25
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-09,1047039.524999998,21975.0,919942.83,149071.6949999981,-897967.83
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-10,149071.6949999981,0.0,448.5,148623.1949999981,-448.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-11,148623.1949999981,0.0,0.0,148623.1949999981,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-12,148623.1949999981,0.0,48078.0,100545.19499999809,-48078.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-13,100545.19499999809,14550.0,54784.5,60310.694999998086,-40234.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-14,60310.694999998086,130075.53,190386.22499999998,-1.8917489796876907e-09,-60310.69499999998
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-15,-1.8917489796876907e-09,473301.04500000004,473301.04500000004,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-16,-1.8917489796876907e-09,159971.01,159971.01,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-17,-1.8917489796876907e-09,0.0,0.0,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-18,-1.8917489796876907e-09,0.0,0.0,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-19,-1.8917489796876907e-09,1734665.94,1734665.94,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-20,-1.8917489796876907e-09,333637.80000000005,333637.80000000005,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-21,-1.8917489796876907e-09,44488.5,44488.5,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-22,-1.8917489796876907e-09,63567.375,63567.375,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-23,-1.8917489796876907e-09,1700821.08,1700821.08,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-24,-1.8917489796876907e-09,0.0,0.0,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-25,-1.8917489796876907e-09,0.0,0.0,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-26,-1.8917489796876907e-09,248845.26,248845.26,-1.8917489796876907e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-27,-1.8917489796876907e-09,1059930.0,1032725.0700000001,27204.929999998043,27204.929999999935
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-28,27204.929999998043,654892.5,314656.58999999997,367440.8399999981,340235.91000000003
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-29,367440.8399999981,167445.0,271866.66000000003,263019.1799999981,-104421.66000000003
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-06-30,263019.1799999981,611128.215,264260.07,609887.3249999981,346868.14499999996
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-01,609887.3249999981,0.0,2985.0,606902.3249999981,-2985.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-02,606902.3249999981,0.0,0.0,606902.3249999981,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-03,606902.3249999981,233280.0,485321.39999999997,354860.9249999981,-252041.39999999997
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-04,354860.9249999981,7110.0,160036.5,201934.42499999813,-152926.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-05,201934.42499999813,822313.7550000001,1024248.1799999999,-1.6880221664905548e-09,-201934.4249999998
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-06,-1.6880221664905548e-09,1419495.0,639511.71,779983.2899999984,779983.29
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-07,779983.2899999984,260164.5,101278.095,938869.6949999984,158886.405
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-08,938869.6949999984,0.0,0.0,938869.6949999984,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-09,938869.6949999984,0.0,0.0,938869.6949999984,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-10,938869.6949999984,619215.0,169328.76,1388755.9349999984,449886.24
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-11,1388755.9349999984,1576382.565,2965138.5,-1.6298145055770874e-09,-1388755.935
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-12,-1.6298145055770874e-09,2919540.0,983003.67,1936536.3299999984,1936536.33
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-13,1936536.3299999984,313530.0,1974918.5550000002,275147.7749999983,-1661388.5550000002
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-14,275147.7749999983,71925.0,0.0,347072.7749999983,71925.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-15,347072.7749999983,0.0,0.0,347072.7749999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-16,347072.7749999983,0.0,448.5,346624.2749999983,-448.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-17,346624.2749999983,2090052.915,1299624.0,1137053.1899999983,790428.915
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-18,1137053.1899999983,479070.0,1009498.4099999999,606624.7799999984,-530428.4099999999
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-19,606624.7799999984,37500.0,371192.52,272932.2599999984,-333692.52
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-20,272932.2599999984,1379610.0,684466.38,968075.8799999984,695143.62
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-21,968075.8799999984,138177.255,1106253.135,-1.6298145055770874e-09,-968075.88
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-22,-1.6298145055770874e-09,0.0,0.0,-1.6298145055770874e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-23,-1.6298145055770874e-09,0.0,0.0,-1.6298145055770874e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-24,-1.6298145055770874e-09,76956.63,76956.63,-1.6298145055770874e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-25,-1.6298145055770874e-09,183460.5,183460.5,-1.6298145055770874e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-26,-1.6298145055770874e-09,234112.26,234112.26,-1.6298145055770874e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-27,-1.6298145055770874e-09,218250.0,169816.72499999998,48433.27499999839,48433.27500000002
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-28,48433.27499999839,1509634.5,632017.5,926050.2749999984,877617.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-29,926050.2749999984,0.0,0.0,926050.2749999984,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-30,926050.2749999984,0.0,0.0,926050.2749999984,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-07-31,926050.2749999984,78315.0,604122.72,400242.5549999984,-525807.72
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-01,400242.5549999984,135000.0,9433.5,525809.0549999984,125566.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-02,525809.0549999984,1446298.5,451961.52,1520146.0349999983,994336.98
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-03,1520146.0349999983,122820.0,759710.46,883255.5749999983,-636890.46
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-04,883255.5749999983,0.0,0.0,883255.5749999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-05,883255.5749999983,0.0,0.0,883255.5749999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-06,883255.5749999983,0.0,0.0,883255.5749999983,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-07,883255.5749999983,1193009.955,350036.985,1726228.5449999985,842972.9700000001
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-08,1726228.5449999985,49599.75,1192479.42,583348.8749999986,-1142879.67
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-09,583348.8749999986,1047419.385,1630768.2600000002,-1.6298145055770874e-09,-583348.8750000002
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-10,-1.6298145055770874e-09,3644772.0,2299940.535,1344831.4649999982,1344831.4649999999
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-11,1344831.4649999982,1140.0,7500.0,1338471.4649999982,-6360.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-12,1338471.4649999982,0.0,0.0,1338471.4649999982,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-13,1338471.4649999982,0.0,0.0,1338471.4649999982,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-14,1338471.4649999982,153079.5,125281.005,1366269.959999998,27798.494999999995
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-15,1366269.959999998,1256137.5,324671.04,2297736.419999998,931466.46
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-16,2297736.419999998,127861.5,837843.0,1587754.919999998,-709981.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-17,1587754.919999998,114580.5,0.0,1702335.419999998,114580.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-18,1702335.419999998,14070.0,15427.5,1700977.919999998,-1357.5
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-19,1700977.919999998,0.0,0.0,1700977.919999998,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-20,1700977.919999998,0.0,0.0,1700977.919999998,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-21,1700977.919999998,0.0,435570.0,1265407.919999998,-435570.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-22,1265407.919999998,2807371.5,2008272.2399999998,2064507.1799999983,799099.2600000002
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-23,2064507.1799999983,58661.25,92997.0,2030171.4299999983,-34335.75
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-24,2030171.4299999983,104986.155,1739202.7349999999,395954.84999999846,-1634216.5799999998
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-25,395954.84999999846,46495.08,442449.93,-1.5133991837501526e-09,-395954.85
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-26,-1.5133991837501526e-09,0.0,0.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-27,-1.5133991837501526e-09,585.0,585.0,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-28,-1.5133991837501526e-09,487058.92500000005,487058.92500000005,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-29,-1.5133991837501526e-09,547629.3150000001,547629.3150000001,-1.5133991837501526e-09,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-30,-1.5133991837501526e-09,716668.5,580459.53,136208.96999999846,136208.96999999997
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-08-31,136208.96999999846,237570.0,369566.76,4212.209999998449,-131996.76
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-09-01,4212.209999998449,369000.0,76803.48,296408.72999999847,292196.52
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-09-02,296408.72999999847,0.0,0.0,296408.72999999847,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-09-03,296408.72999999847,0.0,0.0,296408.72999999847,0.0
"ООО ""Galaxy Flow""","61702510210570001479, Банк 2",2023-09-04,296408.72999999847,268270.5,258265.995,306413.2349999985,10004.505000000005
